Germany 1889		
Berlin	0	14.21917872
Hamburg	0.6931471806	13.18943681
München	1.098612289	12.63134038
Cöln a Rh	1.386294361	12.50913582
Dresden	1.609437912	12.49774549
Leipzig	1.791759469	12.26244353
Magdeburg	1.945910149	12.17308447
Frankfurt a M	2.079441542	12.05780463
Hannover	2.197224577	11.96293045
Düsseldorf	2.302585093	11.82041016
Stuttgart	2.397895273	11.81707372
Altona	2.48490665	11.80466181
Nürnberg	2.564949357	11.79817959
Chemnitz	2.63905733	11.78378432
Bremen	2.708050201	11.72916524
Elberfeld	2.772588722	11.70519735
Barmen	2.833213344	11.63673475
Crefeld	2.890371758	11.55560174
Aachen	2.944438979	11.52635489
Braunschweig	2.995732274	11.47729829
-1.455	19.688	
