Berlin, G.D.R. capital	1088827	13.90061153	1	0
Leipzig	575913	13.26371189	2	0.6931471806
Dresden	505408	13.1331213	3	1.098612289
Karl-Marx-Stadt	301826	12.61760597	4	1.386294361
Magdeburg	273567	12.51930184	5	1.609437912
Halle/Saale	248561	12.42344357	6	1.791759469
Erfurt	201249	12.21229823	7	1.945910149
Rostock	205803	12.23467468	8	2.079441542
Zwickau	124371	11.73102431	9	2.197224577
Gera	112600	11.63159699	10	2.302585093
Potsdam	114487	11.64821656	11	2.397895273
Dessau	100390	11.51681788	12	2.48490665
Schwerin	101975	11.53248296	13	2.564949357
Brandenburg/Havel	94091	11.45201768	14	2.63905733
Gorlitz	86034	11.36249785	15	2.708050201
Jena	95578	11.46769795	16	2.772588722
Plauen	81024	11.30250069	17	2.833213344
Cottbus	89214	11.39879326	18	2.890371758
Stralsund	72236	11.18769382	19	2.944438979
Weimar	63285	11.05540361	20	2.995732274
Frankfurt/Oder	65644	11.09200148	21	3.044522438
Gotha	57098	10.95252437	22	3.091042453
Merseburg/Saale	54930	10.91381493	23	3.135494216
Wismar	56762	10.94662237	24	3.17805383
Hoyerswerda	62113	11.03671059	25	3.218875825
Eisenach	50457	10.82887677	26	3.258096538
Riesa	49460	10.80891954	27	3.295836866
Freiberg	50750	10.8346669	28	3.33220451
Zeitz	45192	10.71867536	29	3.36729583
Wittenberg	48059	10.7801847	30	3.401197382
Altenburg	49459	10.80889932	31	3.433987204
Weissenfels	44446	10.70203025	32	3.465735903
Meissen	43924	10.69021615	33	3.496507561
Halberstadt	46977	10.7574134	34	3.526360525
Greifswald	50949	10.83858041	35	3.555348061
Muhlhausen	44473	10.70263754	36	3.583518938
Schonebeck/Elbe	45729	10.73048795	37	3.610917913
Bernburg/Saale	45079	10.71617179	38	3.63758616
Pirna	49946	10.8186977	39	3.663561646
Bautzen	44395	10.70088213	40	3.688879454
Nordhausen	44401	10.70101727	41	3.713572067
Zittau	42458	10.65627063	42	3.737669618
Freital	40741	10.61499024	43	3.761200116
Eisenhuttenstadt	46548	10.74823932	44	3.784189634
Neubrandenburg	54373	10.90362299	45	3.80666249
Radebeul	38789	10.56589198	46	3.828641396
Greiz	38100	10.54796956	47	3.850147602
Naumburg/Saale	37106	10.52153396	48	3.871201011
Gustrow	37109	10.52161481	49	3.891820298
