Germany 1996		
Berlin	0	15.05888675
Hamburg	0.6931471806	14.35112635
Munchen	1.098612289	14.02479856
Koln	1.386294361	13.77926143
Frankfurt am Main	1.609437912	13.38226307
Essen	1.791759469	13.32497764
Dortmund	1.945910149	13.30117879
Stuttgart	2.079441542	13.28005065
Dusseldorf	2.197224577	13.25479416
Bremen	2.302585093	13.21567155
Duisburg	2.397895273	13.18796383
Hannover	2.48490665	13.16676296
Nurnberg	2.564949357	13.106234
Dresden	2.63905733	13.05322764
Leipzig	2.708050201	13.0502227
Bochum	2.772588722	12.89746829
Wuppertal	2.833213344	12.84976694
Bielefeld	2.890371758	12.68757244
Mannheim	2.944438979	12.64979647
Bonn	2.995732274	12.60686016
Gelsenkirchen	3.044522438	12.57694631
Halle/Saale	3.091042453	12.54290196
Karlsruhe	3.135494216	12.5285184
Wiesbaden	3.17805383	12.4953784
Monchengladbach	3.218875825	12.49425459
-1.319587901	19.67889466	
