Germany 1991		
Berlin (Total)	0	15.0491475
Hamburg	0.6931471806	14.31771694
München	1.098612289	14.02173254
Köln	1.386294361	13.76794819
Frankfurt am Main	1.609437912	13.37679627
Essen	1.791759469	13.34865876
Dortmund	1.945910149	13.30310869
Stuttgart	2.079441542	13.27076269
Dusseldorf	2.197224577	13.26350524
Bremen	2.302585093	13.21988747
Duisburg	2.397895273	13.19085719
Hannover	2.48490665	13.14805062
Leipzig	2.564949357	13.14427946
Nürnberg	2.63905733	13.10966712
Dresden	2.708050201	13.1033253
Bochum	2.772588722	12.89039601
Wuppertal	2.833213344	12.85751202
Bielefeld	2.890371758	12.67306236
Mannheim	2.944438979	12.6456525
Halle/Saale	2.995732274	12.64508213
Chemnitz	3.044522438	12.59216463
Gelsenkirchen	3.091042453	12.59036178
Bonn	3.135494216	12.58531013
Magdeburg	3.17805383	12.53827507
Karlsruhe	3.218875825	12.52474817
-1.428	21.104	
