Germany 1997		
Berlin	0	15.0528988
Hamburg	0.6931471806	14.35013083
Munchen	1.098612289	14.01148844
Koln	1.386294361	13.77988338
Frankfurt am Main	1.609437912	13.37979241
Essen	1.791759469	13.32285224
Dortmund	1.945910149	13.29631668
Stuttgart	2.079441542	13.28022146
Dusseldorf	2.197224577	13.25549469
Bremen	2.302585093	13.21421303
Duisburg	2.397895273	13.18232896
Hannover	2.48490665	13.16561442
Nurnberg	2.564949357	13.10562405
Dresden	2.63905733	13.03832938
Leipzig	2.708050201	13.01966598
Bochum	2.772588722	12.89269861
Wuppertal	2.833213344	12.84397135
Bielefeld	2.890371758	12.68819011
Mannheim	2.944438979	12.64979647
Bonn	2.995732274	12.62576934
Gelsenkirchen	3.044522438	12.57002107
Karlsruhe	3.091042453	12.53213373
Halle/Saale	3.135494216	12.51942246
Wiesbaden	3.17805383	12.49762223
Monchengladbach	3.218875825	12.49387971
-1.322410603	19.71081481	
