Germany 2008		
Berlin	0	15.04856632
Hamburg	0.6931471806	14.38767584
München	1.098612289	14.09828059
Köln	1.386294361	13.81089995
Frankfurt am Main	1.609437912	13.40724152
Stuttgart	1.791759469	13.30485159
Dortmund	1.945910149	13.27834096
Düsseldorf	2.079441542	13.27799867
Essen	2.197224577	13.2704385
Bremen	2.302585093	13.21293508
Hannover	2.397895273	13.16081456
Leipzig	2.48490665	13.15289258
Dresden	2.564949357	13.14647045
Nürnberg	2.63905733	13.12953758
Duisburg	2.708050201	13.1102908
Bochum	2.772588722	12.84423552
Wuppertal	2.833213344	12.77507283
Bielefeld	2.890371758	12.68726346
Bonn	2.944438979	12.66949215
Mannheim	2.995732274	12.64851236
Karlsruhe	3.044522438	12.58004709
Wiesbaden	3.091042453	12.53068917
Münster	3.135494216	12.52051836
Augsburg	3.17805383	12.48104935
Gelsenkirchen	3.218875825	12.47648139
-1.341	19.963	
