Germany 1977		
Berlin (Total)	0	14.93021795597500000000000
Hamburg	0.6931471806	14.33903718146830000000000
Munchen	1.098612289	14.08959662214940000000000
Koln	1.386294361	13.79331300512200000000000
Essen	1.609437912	13.41116582200480000000000
Frankfurt am Main	1.791759469	13.36132830802050000000000
Dortmund	1.945910149	13.33894947554080000000000
Dusseldorf	2.079441542	13.32397108827580000000000
Stuttgart	2.197224577	13.28354811726680000000000
Duisburg	2.302585093	13.26674593263500000000000
Bremen	2.397895273	13.24536123664610000000000
Leipzig	2.48490665	13.24489600476030000000000
Hannover	2.564949357	13.20666040721780000000000
Dresden	2.63905733	13.14456117320860000000000
Nurnberg	2.708050201	13.10357803250090000000000
Bochum	2.772588722	12.92569134329590000000000
Wuppertal	2.833213344	12.89919732583700000000000
Gelsenkirchen	2.890371758	12.66395624808410000000000
Bielefeld	2.944438979	12.65647925134180000000000
Karl-Marx-Stadt	2.995732274	12.64257442769050000000000
Mannheim	3.044522438	12.63458348240440000000000
Bonn	3.091042453	12.55791543338490000000000
Magdeburg	3.135494216	12.54457852717860000000000
Karlsruhe	3.17805383	12.52562395590630000000000
Wiesbaden	3.218875825	12.50609204916690000000000
-1.37	20.386	
