Germany 1907		
Berlin	0	14.54131949
Hamburg	0.6931471806	13.6375674
München	1.098612289	13.22548298
Dresden	1.386294361	13.17108687
Leipzig	1.609437912	13.15118987
Coln	1.945910149	13.00147402
Frankfurt a M	2.079441542	12.75747767
Nürnberg	2.197224577	12.62724705
Düsseldorf	2.302585093	12.47929315
Chemnitz	2.397895273	12.4619815
Stuttgart	2.48490665	12.46038535
Charlottenburg	2.564949357	12.45809127
Hannover	2.63905733	12.44995564
Magdeburg	2.708050201	12.40473906
Essen	2.772588722	12.40096074
Bremen	2.944438979	12.30772178
Duisburg	2.995732274	12.21725489
Dortmund	3.044522438	12.1323346
Rixdorf	3.091042453	12.07764819
Halle	3.135494216	12.06005216
Kiel	3.218875825	12.04361254
-1.393	19.903	
