Germany 1966		
Berlin (Total)	0	15.00070597
Hamburg	0.6931471806	14.43139865
Koln	1.098612289	13.66584978
Essen	1.386294361	13.48867177
Dusseldorf	1.609437912	13.45654728
Frankfurt am Main	1.791759469	13.4368821
Dortmund	1.945910149	13.39559149
Stuttgart	2.079441542	13.35426843
Bremen	2.197224577	13.30301688
Leipzig	2.302585093	13.29480125
Hannover	2.397895273	13.21366554
Dresden	2.48490665	13.13268592
Duisburg	2.564949357	13.08984019
Nurnberg	2.63905733	13.06536966
Wuppertal	2.708050201	12.95489102
Gelsenkirchen	2.772588722	12.81311713
Bochum	2.833213344	12.78128053
Mannheim	2.890371758	12.70654486
Karl Marx Stadt	2.944438979	12.59438142
Halle-on-Saale	2.995732274	12.52818875
Kiel	3.044522438	12.50395254
Magdeburg	3.091042453	12.49805919
Wiesbaden	3.135494216	12.47265875
Oberhausen	3.17805383	12.46032719
Karlsruhe	3.218875825	12.44901882
-1.36	20.157	
