Germany 1981		
Berlin	0	14.93276695997310000000000
Hamburg	0.6931471806	14.31555830855840000000000
Munchen	1.098612289	14.07702831039540000000000
Koln	1.386294361	13.79203720177860000000000
Essen	1.609437912	13.38503528685190000000000
Frankfurt am Main	1.791759469	13.35220445016630000000000
Dortmund	1.945910149	13.32023014553370000000000
Dusseldorf	2.079441542	13.29159969464960000000000
Stuttgart	2.197224577	13.27491277586460000000000
Leipzig	2.302585093	13.23902044606440000000000
Duisburg	2.397895273	13.23336793544720000000000
Bremen	2.48490665	13.22798385926800000000000
Hannover	2.564949357	13.19020892429940000000000
Dresden	2.63905733	13.15503190254850000000000
Nurnberg	2.708050201	13.08963355278140000000000
Bochum	2.772588722	12.90420736760120000000000
Wuppertal	2.833213344	12.88359844518720000000000
Karl-Marx-Stadt	2.890371758	12.66885022968420000000000
Bielefeld	2.944438979	12.65267969696950000000000
Gelsenkirchen	2.995732274	12.63003233627450000000000
Mannheim	3.044522438	12.62346632450360000000000
Magdeburg	3.091042453	12.57519183762650000000000
Bonn	3.135494216	12.56758586610920000000000
Wiesbaden	3.17805383	12.51978789502880000000000
Karlsruhe	3.218875825	12.50913582002030000000000
-1.363705309	20.28893387	
