Germany 1883		
Berlin	0	14.00805221
Hamburg	0.6931471806	12.99861031
München	1.098612289	12.41471151
Dresden	1.386294361	12.36210156
Leipzig	1.609437912	11.98332277
Cöln a Rh	1.791759469	11.91972302
Magdeburg	1.945910149	11.90969286
Frankfurt a M	2.079441542	11.87269561
Hannover	2.197224577	11.78728671
Stuttgart	2.302585093	11.70490853
Bremen	2.397895273	11.64926416
Nürnberg	2.48490665	11.57411463
Düsseldorf	2.564949357	11.56076279
Chemnitz	2.63905733	11.53909016
Elberfeld	2.708050201	11.51492347
Barmen	2.772588722	11.50569942
Altona	2.833213344	11.4914873
Aachen	2.890371758	11.41955939
Crefeld	2.944438979	11.31386458
Braunschweig	2.995732274	11.29252814
-1.208120525	16.48268691	
