Germany 1985		
Berlin	0	14.93489853
Hamburg	0.6931471806	14.27286198
München	1.098612289	14.05180644
Köln	1.386294361	13.72793866
Essen	1.609437912	13.33746024
Frankfurt am Main	1.791759469	13.29690139
Dortmund	1.945910149	13.25705859
Düsseldorf	2.079441542	13.23869825
Stuttgart	2.197224577	13.23859499
Leipzig	2.302585093	13.2259934
Bremen	2.397895273	13.17377297
Dresden	2.48490665	13.16131482
Duisburg	2.564949357	13.15823233
Hannover	2.63905733	13.13882317
Nürnberg	2.708050201	13.05034092
Bochum	2.772588722	12.85328321
Wuppertal	2.833213344	12.83888313
Karl-Marx-Stadt	2.890371758	12.66463925
Bielefeld	2.944438979	12.61062734
Mannheim	2.995732274	12.5946764
Bonn	3.044522438	12.58028442
Magdeburg	3.091042453	12.57388434
Gelsenkirchen	3.135494216	12.56025148
Munster	3.17805383	12.50655494
Karlsruhe	3.218875825	12.49952926
-1.413	20.878	
