Germany 1897		
Berlin	0	14.36566747
Hamburg	0.6931471806	13.38896481
München	1.098612289	12.97154049
Leipzig	1.386294361	12.94264084
Dresden	1.609437912	12.79552459
Cöln a Rh	1.791759469	12.7194949
Frankfurt a M	1.945910149	12.39047537
Magdeburg	2.079441542	12.29789949
Hannover	2.197224577	12.29135085
Düsseldorf	2.302585093	12.15477935
Nürnberg	2.397895273	12.07585006
Chemnitz	2.48490665	12.03815683
Stuttgart	2.564949357	12.00626713
Charlottenburg	2.63905733	11.95793175
Altona	2.708050201	11.93976712
Bremen	2.772588722	11.89229297
Elberfeld	2.833213344	11.88172659
Barmen	2.890371758	11.79237373
Aachen	2.944438979	11.76923296
Braunschweig	2.995732274	11.7139052
-1.21	17.088	
