Germany 1998		
Berlin	0	15.04433206
Hannover	0.6931471806	14.34660929
Munchen	1.098612289	13.99122702
Koln	1.386294361	13.77843155
Frankfurt am Main	1.609437912	13.37483269
Essen	1.791759469	13.31496524
Dortmund	1.945910149	13.29396097
Stuttgart	2.079441542	13.27868313
Dusseldorf	2.197224577	13.25356706
Bremen	2.302585093	13.20854107
Duisburg	2.397895273	13.17362667
Karlsruhe	2.48490665	13.15811655
Nurnberg	2.564949357	13.09848044
Dresden	2.63905733	13.03090577
Leipzig	2.708050201	12.99974366
Bochum	2.772588722	12.88537442
Wuppertal	2.833213344	12.83334708
Bielefeld	2.890371758	12.68385842
Mannheim	2.944438979	12.64335937
Bonn	2.995732274	12.62642637
Gelsenkirchen	3.044522438	12.56129654
Halle/Saale	3.091042453	12.52960437
Wiesbaden	3.135494216	12.49724861
Monchengladbach	3.17805383	12.48861654
Hamburg	3.218875825	12.4874851
-1.322621598	19.70376406	
