Germany 2010		
Berlin	0	15.05698866
Hamburg	0.6931471806	14.39573985
Munchen	1.098612289	14.11797237
Koln	1.386294361	13.82260434
Frankfurt am Main	1.609437912	13.42935384
Stuttgart	1.791759469	13.31560509
Dusseldorf	1.945910149	13.28573145
Dortmund	2.079441542	13.27154861
Essen	2.197224577	13.26149034
Bremen	2.302585093	13.21282546
Dresden	2.397895273	13.16744764
Leipzig	2.48490665	13.16711301
Hannover	2.564949357	13.16673618
Nurnberg	2.63905733	13.1336277
Duisburg	2.708050201	13.10126026
Bochum	2.772588722	12.83397973
Wuppertal	2.833213344	12.76489097
Bonn	2.890371758	12.69126964
Bielefeld	2.944438979	12.68624317
Mannheim	2.995732274	12.65451423
Karlsruhe	3.044522438	12.59392014
Munster	3.091042453	12.54184106
Wiesbaden	3.135494216	12.52806918
Augsburg	3.17805383	12.48638261
Aachen	3.218875825	12.4632852
-1.335	19.89	
