Germany 1975		
Berlin (Total)	0	14.94761468
Hamburg	0.6931471806	14.36125342
Munchen	1.098612289	14.09142188
Koln	1.386294361	13.83255645
Essen	1.609437912	13.43100917
Dusseldorf	1.791759469	13.41644245
Frankfurt am Main	1.945910149	13.37794314
Dortmund	2.079441542	13.35994618
Stuttgart	2.197224577	13.31549793
Duisburg	2.302585093	13.29929209
Bremen	2.397895273	13.26494048
Leipzig	2.48490665	13.24746181
Hannover	2.564949357	13.23038515
Dresden	2.63905733	13.14085338
Nurnberg	2.708050201	13.13021249
Bochum	2.772588722	12.93759643
Wuppertal	2.833213344	12.92148755
Gelsenkirchen	2.890371758	12.69283506
Mannheim	2.944438979	12.66805355
Bielefeld	2.995732274	12.66763134
Karl-Marx-Stadt	3.044522438	12.62843748
Bonn	3.091042453	12.55663796
Karlsruhe	3.135494216	12.54875059
Magdeburg	3.17805383	12.53413822
Braunschweig	3.218875825	12.50593647
-1.356	20.228	
