Germany 1983		
Berlin	0	14.92537398
Hamburg	0.6931471806	14.29145339
München	1.098612289	14.06506778
Köln	1.386294361	13.75434022
Essen	1.609437912	13.35602423
Frankfurt am Main	1.791759469	13.32161416
Dortmund	1.945910149	13.28780154
Düsseldorf	2.079441542	13.26352434
Stuttgart	2.197224577	13.24814986
Leipzig	2.302585093	13.23117114
Bremen	2.397895273	13.2001426
Duisburg	2.48490665	13.19263916
Hannover	2.564949357	13.16739984
Dresden	2.63905733	13.16498791
Nürnberg	2.708050201	13.06957423
Bochum	2.772588722	12.87149913
Wuppertal	2.833213344	12.85781172
Karl-Marx-Stadt	2.890371758	12.67311251
Bielefeld	2.944438979	12.62964286
Mannheim	2.995732274	12.6049897
Gelsenkirchen	3.044522438	12.58905012
Bonn	3.091042453	12.58282616
Magdeburg	3.135494216	12.57324035
Munster	3.17805383	12.51888504
Wiesbaden	3.218875825	12.50782033
-1.404	20.788	
