Germany 2004		
Berlin	0	15.0356913
Hamburg	0.6931471806	14.36640269
Munchen	1.098612289	14.0380139
Koln	1.386294361	13.78474202
Frankfurt am Main	1.609437912	13.379947
Stuttgart	1.791759469	13.28906355
Dortmund	1.945910149	13.285672
Essen	2.079441542	13.28465228
Dusseldorf	2.197224577	13.2581173
Bremen	2.302585093	13.21019109
Hannover	2.397895273	13.15347437
Duisburg	2.48490665	13.13112488
Leipzig	2.564949357	13.11935887
Nurnberg	2.63905733	13.11291892
Dresden	2.708050201	13.09684042
Bochum	2.772588722	12.86927595
Wuppertal	2.833213344	12.79691021
Bielefeld	2.890371758	12.70076889
Bonn	2.944438979	12.6504379
Mannheim	2.995732274	12.63623037
Karlsruhe	3.044522438	12.55743349
Wiesbaden	3.091042453	12.52124828
Gelsenkirchen	3.135494216	12.50654754
Munster	3.17805383	12.50617724
Monchengladbach	3.218875825	12.47609978
-1.314292073	19.60399657	
