Berlin (East)	1202895	14.00024171	1	0
Leipzig	554595	13.2259934	2	0.6931471806
Dresden	519860	13.16131482	3	1.098612289
Karl-Marx-Stadt	316361	12.66463925	4	1.386294361
Magdeburg	288914	12.57388434	5	1.609437912
Rostock	242729	12.39970087	6	1.791759469
Halle/Saale	235858	12.37098521	7	1.945910149
Erfurt	215499	12.28071155	8	2.079441542
Potsdam	138737	11.84033533	9	2.197224577
Gera	131537	11.78704346	10	2.302585093
Schwerin	127065	11.75245405	11	2.397895273
Cottbus	123898	11.72721393	12	2.48490665
Zwickau	120101	11.69608833	13	2.564949357
Jena	107241	11.58283392	14	2.63905733
Dessau	103748	11.54972016	15	2.708050201
Brandenburg/Havel	95021	11.4618532	16	2.772588722
Halle-Neustadt	92168	11.43136828	17	2.833213344
Frankfurt/Oder	85158	11.35226363	18	2.890371758
Neubrandenburg	84017	11.33877444	19	2.944438979
Gorlitz	79506	11.28358777	20	2.995732274
Plauen	77733	11.26103516	21	3.044522438
Stralsund	75408	11.23066865	22	3.091042453
Hoyerswerda	69969	11.15580757	23	3.135494216
Greifswald	64661	11.07691352	24	3.17805383
Weimar	63438	11.05781833	25	3.218875825
Wismar	57662	10.96235366	26	3.258096538
Gotha	57583	10.96098266	27	3.295836866
Altenburg	54659	10.90886916	28	3.33220451
Wittenberg	54190	10.90025167	29	3.36729583
Eberswalde-Finow	54032	10.89733174	30	3.401197382
Suhl	53933	10.89549781	31	3.433987204
Schwedt/Oder	51700	10.85321306	32	3.465735903
Bautzen	51615	10.85156761	33	3.496507561
Eisenach	50949	10.83858041	34	3.526360525
Freiberg	50098	10.82173637	35	3.555348061
Riesa	49744	10.81464513	36	3.583518938
Eisenhuttenstadt	48463	10.7885559	37	3.610917913
Merseburg/Saale	48002	10.77899796	38	3.63758616
Pirna	47387	10.76610321	39	3.663561646
Nordhausen	47219	10.76255163	40	3.688879454
Halberstadt	46915	10.75609273	41	3.713572067
Stendal	46380	10.74462361	42	3.737669618
Schonebeck/Elbe	45093	10.7164823	43	3.761200116
Freital	43968	10.69121738	44	3.784189634
Zeitz	43467	10.67975731	45	3.80666249
Muhlhausen	43403	10.67828384	46	3.828641396
Wolfen	42414	10.65523378	47	3.850147602
Bernburg/Saale	40826	10.61707441	48	3.871201011
Zittau	40040	10.59763423	49	3.891820298
Gustrow	39065	10.5729822	50	3.912023005
Weissenfels	38606	10.56116298	51	3.931825633
Meissen	38137	10.54894022	52	3.951243719
Wernigerode	36168	10.49593003	53	3.970291914
Greiz	35601	10.48012901	54	3.988984047
Weisswasser	35341	10.47279904	55	4.007333185
Furstenwalde/Spree	35083	10.46547196	56	4.025351691
Wilhelm-Pieck-Stadt Guben	34594	10.45143554	57	4.043051268
Kothen/Anhalt	34507	10.44891748	58	4.060443011
Radebeul	34356	10.44453195	59	4.077537444
Aschersleben	34231	10.44088695	60	4.094344562
Saalfeld/Saale	33592	10.42204322	61	4.110873864
Sangerhausen	33388	10.41595183	62	4.127134385
Naumburg/Saale	32491	10.38871841	63	4.143134726
Rudolstadt	32485	10.38853372	64	4.158883083
Senftenberg	32221	10.38037369	65	4.17438727
Rathenow	31630	10.36186132	66	4.189654742
Wittenberge	30675	10.33120327	67	4.204692619
Arnstadt	29830	10.30326988	68	4.219507705
Ilmenau	29504	10.29228113	69	4.234106505
Quedlinburg	29488	10.29173868	70	4.248495242
Glauchau	29095	10.27832162	71	4.262679877
Burg near Magdeburg	28633	10.26231518	72	4.276666119
Apolda	28535	10.25888668	73	4.290459441
Oranienburg	28443	10.25565736	74	4.304065093
Aue	28398	10.254074	75	4.317488114
Sonneberg	28368	10.25301703	76	4.33073334
Coswig	28209	10.24739635	77	4.343805422
Delitzsch	28094	10.24331131	78	4.356708827
Stassfurt	27302	10.21471524	79	4.369447852
Neustrelitz	27276	10.21376247	80	4.382026635
Hennigsdorf near Berlin	27254	10.21295558	81	4.394449155
Dobeln	27115	10.20784236	82	4.406719247
Eisleben	26869	10.19872848	83	4.418840608
Luckenwalde	26845	10.19783486	84	4.430816799
Neuruppin	26755	10.19447665	85	4.442651256
Strausberg	26727	10.19342957	86	4.454347296
Forst/Lausitz	26331	10.17850223	87	4.465908119
Annaberg-Buchholz	26211	10.17393445	88	4.477336814
Meiningen	25890	10.16161207	89	4.48863637
Crimmitschau	24881	10.12185974	90	4.49980967
Reichenbach/Vogtland	24855	10.12081422	91	4.510859507
Spremberg	24460	10.10479441	92	4.521788577
Lauchhammer	24304	10.09839622	93	4.532599493
Waren	24300	10.09823163	94	4.543294782
Finsterwalde	23965	10.08434971	95	4.553876892
Sondershausen	23807	10.07773493	96	4.564348191
Prenzlau	23797	10.0773148	97	4.574710979
Falkensee	23471	10.0635209	98	4.584967479
Sommerda	23417	10.06121753	99	4.59511985
Borna	23384	10.05980731	100	4.605170186
Parchim	23350	10.05835226	101	4.615120517
Salzwedel	23201	10.05195066	102	4.624972813
Schneeberg	22255	10.01032198	103	4.634728988
Limbach-Oberfrohna	22247	10.00996245	104	4.644390899
Hettstedt	22092	10.00297083	105	4.65396035
Ludwigsfelde	21991	9.998388558	106	4.663439094
Eilenburg	21955	9.996750183	107	4.672828834
Torgau	21717	9.985850643	108	4.682131227
Auerbach/Vogtland	21652	9.982853108	109	4.691347882
Bad Salzungen	21399	9.971099471	110	4.700480366
Lubbenau/Spreewald	21256	9.964394487	111	4.709530201
Meerane	21134	9.958638397	112	4.718498871
Bitterfeld	21068	9.955510581	113	4.727387819
Haldensleben	20603	9.933191975	114	4.736198448
Anklam	20202	9.913536888	115	4.744932128
Werdau	19758	9.891313752	116	4.753590191
Markkleeberg	19665	9.886595685	117	4.762173935
Oschatz	19192	9.862248805	118	4.770684624
Bernau near Berlin	19173	9.861258318	119	4.779123493
Konigs Wusterhausen	19103	9.85760067	120	4.787491743
Grossenhain	19091	9.856972299	121	4.795790546
Blankenburg/Harz	19032	9.853877052	122	4.804021045
Wurzen	19019	9.853193758	123	4.812184355
Heidenau	19018	9.853141178	124	4.820281566
Mittweida	18981	9.851193758	125	4.828313737
Zerbst	18871	9.845381631	126	4.836281907
Lobau	18576	9.829625704	127	4.844187086
Kamenz	18337	9.816676156	128	4.852030264
Possneck	17966	9.796236362	129	4.859812404
Grimma	17846	9.789534672	130	4.86753445
Hohenstein-Ernstthal	17769	9.785210645	131	4.875197323
Ribnitz-Damgarten	17748	9.784028112	132	4.882801923
Schmalkalden	17424	9.765603845	133	4.890349128
Genthin	17307	9.758866323	134	4.8978398
Oschersleben/Bode	17208	9.753129671	135	4.905274778
Demmin	17174	9.751151891	136	4.912654886
Bad Langensalza	16953	9.738200088	137	4.919980926
Wolgast	16923	9.736428922	138	4.927253685
Schwarzenberg/Erzgebirge	16865	9.732995747	139	4.934473933
Thale/Harz	16356	9.702350081	140	4.941642423
Heiligenstadt	16231	9.694678273	141	4.94875989
Radeberg	15959	9.677778212	142	4.955827058
Pasewalk	15883	9.673004634	143	4.96284463
Leinefelde	15374	9.64043305	144	4.9698133
-1.207	16.881			
